meshcode,option1,option2,option3,option4,option5,option6,value
53392291,14,14151,2019,12,0,1,2235
53392291,14,14151,2019,12,0,2,2036
53392291,14,14151,2019,12,1,0,1424
53392291,14,14151,2019,12,1,1,2288
53392291,14,14151,2019,12,1,2,1878
53392291,14,14151,2019,12,2,0,1513
53392291,14,14151,2019,12,2,1,2273
53392291,14,14151,2019,12,2,2,1924
53392292,14,14151,2019,12,0,0,132
53392292,14,14151,2019,12,0,1,96
53392292,14,14151,2019,12,0,2,103
53392292,14,14151,2019,12,1,0,88
53392292,14,14151,2019,12,1,1,78
53392292,14,14151,2019,12,1,2,85
53392292,14,14151,2019,12,2,0,101
53392292,14,14151,2019,12,2,1,83
53392292,14,14151,2019,12,2,2,90
53392293,14,14151,2019,12,0,0,813
53392293,14,14151,2019,12,0,1,802
53392293,14,14151,2019,12,0,2,808
53392293,14,14151,2019,12,1,0,472
53392293,14,14151,2019,12,1,1,784
53392293,14,14151,2019,12,1,2,666
53392293,14,14151,2019,12,2,0,571
53392293,14,14151,2019,12,2,1,789
53392293,14,14151,2019,12,2,2,707
53392294,14,14151,2019,12,0,0,1049
53392294,14,14151,2019,12,0,1,1687
53392294,14,14151,2019,12,0,2,1362
53392294,14,14151,2019,12,1,0,908
53392294,14,14151,2019,12,1,1,1599
53392294,14,14151,2019,12,1,2,1254
53392294,14,14151,2019,12,2,0,949
53392294,14,14151,2019,12,2,1,1624
53392294,14,14151,2019,12,2,2,1285
53392295,14,14151,2019,12,0,0,2000
53392295,14,14151,2019,12,0,1,2305
53392295,14,14151,2019,12,0,2,2131
53392295,14,14151,2019,12,1,0,2130
53392295,14,14151,2019,12,1,1,2291
53392295,14,14151,2019,12,1,2,2189
53392295,14,14151,2019,12,2,0,2092
53392295,14,14151,2019,12,2,1,2295
53392295,14,14151,2019,12,2,2,2172
53392296,14,14151,2019,12,0,0,6255
53392296,14,14151,2019,12,0,1,8022
53392296,14,14151,2019,12,0,2,7129
53392296,14,14151,2019,12,1,0,4993
53392296,14,14151,2019,12,1,1,8412
53392296,14,14151,2019,12,1,2,6661
53392296,14,14151,2019,12,2,0,5359
53392296,14,14151,2019,12,2,1,8299
53392296,14,14151,2019,12,2,2,6797
53393089,14,14151,2019,12,0,0,215
53393089,14,14151,2019,12,0,1,91
53393089,14,14151,2019,12,0,2,119
53393089,14,14151,2019,12,1,0,44
53393089,14,14151,2019,12,1,2,15
53393089,14,14151,2019,12,2,0,94
53393089,14,14151,2019,12,2,1,27
53393089,14,14151,2019,12,2,2,46
53393100,14,14151,2019,12,0,0,185
53393100,14,14151,2019,12,0,1,19
53393100,14,14151,2019,12,0,2,72
53393100,14,14151,2019,12,1,0,113
53393100,14,14151,2019,12,1,1,25
53393100,14,14151,2019,12,1,2,60
53393100,14,14151,2019,12,2,0,134
53393100,14,14151,2019,12,2,1,23
53393100,14,14151,2019,12,2,2,63
53393101,14,14151,2019,12,0,0,399
53393101,14,14151,2019,12,0,1,213
53393101,14,14151,2019,12,0,2,274
53393101,14,14151,2019,12,1,0,109
53393101,14,14151,2019,12,1,1,169
53393101,14,14151,2019,12,1,2,144
53393101,14,14151,2019,12,2,0,193
53393101,14,14151,2019,12,2,1,182
53393101,14,14151,2019,12,2,2,182
53393102,14,14151,2019,12,0,0,146
53393102,14,14151,2019,12,0,1,29
53393102,14,14151,2019,12,0,2,73
53393102,14,14151,2019,12,1,0,56
53393102,14,14151,2019,12,1,1,14
53393102,14,14151,2019,12,1,2,34
53393102,14,14151,2019,12,2,0,82
53393102,14,14151,2019,12,2,1,18
53393102,14,14151,2019,12,2,2,45
53393103,14,14151,2019,12,0,0,54
53393103,14,14151,2019,12,0,2,15
53393103,14,14151,2019,12,1,0,27
53393103,14,14151,2019,12,2,0,35
53393103,14,14151,2019,12,2,2,11
53393106,14,14151,2019,12,0,0,17
53393106,14,14151,2019,12,0,1,128
53393106,14,14151,2019,12,0,2,64
53393106,14,14151,2019,12,1,1,148
53393106,14,14151,2019,12,1,2,58
53393106,14,14151,2019,12,2,0,10
53393106,14,14151,2019,12,2,1,142
53393106,14,14151,2019,12,2,2,59
53393107,14,14151,2019,12,0,0,291
53393107,14,14151,2019,12,0,1,343
53393107,14,14151,2019,12,0,2,319
53393107,14,14151,2019,12,1,0,118
53393107,14,14151,2019,12,1,1,391
53393107,14,14151,2019,12,1,2,231
53393107,14,14151,2019,12,2,0,168
53393107,14,14151,2019,12,2,1,377
53393107,14,14151,2019,12,2,2,257
53393108,14,14151,2019,12,0,0,1146
53393108,14,14151,2019,12,0,1,899
53393108,14,14151,2019,12,0,2,929
53393108,14,14151,2019,12,1,0,1401
53393108,14,14151,2019,12,1,1,1110
53393108,14,14151,2019,12,1,2,1160
53393108,14,14151,2019,12,2,0,1327
53393108,14,14151,2019,12,2,1,1049
53393108,14,14151,2019,12,2,2,1093
53393109,14,14151,2019,12,0,0,843
53393109,14,14151,2019,12,0,1,985
53393109,14,14151,2019,12,0,2,908
53393109,14,14151,2019,12,1,0,721
53393109,14,14151,2019,12,1,1,996
53393109,14,14151,2019,12,1,2,888
53393109,14,14151,2019,12,2,0,756
53393109,14,14151,2019,12,2,1,993
53393109,14,14151,2019,12,2,2,894
53393110,14,14151,2019,12,0,0,47
53393110,14,14151,2019,12,0,1,19
53393110,14,14151,2019,12,0,2,39
53393110,14,14151,2019,12,1,0,148
53393110,14,14151,2019,12,1,1,38
53393110,14,14151,2019,12,1,2,76
53393110,14,14151,2019,12,2,0,119
53393110,14,14151,2019,12,2,1,32
53393110,14,14151,2019,12,2,2,65
53393111,14,14151,2019,12,0,0,59
53393111,14,14151,2019,12,0,2,40
53393111,14,14151,2019,12,1,0,50
53393111,14,14151,2019,12,1,1,35
53393111,14,14151,2019,12,1,2,40
53393111,14,14151,2019,12,2,0,53
53393111,14,14151,2019,12,2,1,25
53393111,14,14151,2019,12,2,2,40
53393112,14,14151,2019,12,0,0,282
53393112,14,14151,2019,12,0,1,337
53393112,14,14151,2019,12,0,2,270
53393112,14,14151,2019,12,1,0,161
53393112,14,14151,2019,12,1,1,274
53393112,14,14151,2019,12,1,2,207
53393112,14,14151,2019,12,2,0,196
53393112,14,14151,2019,12,2,1,292
53393112,14,14151,2019,12,2,2,225
53393113,14,14151,2019,12,0,0,34
53393113,14,14151,2019,12,0,1,12
53393113,14,14151,2019,12,0,2,14
53393113,14,14151,2019,12,1,0,16
53393113,14,14151,2019,12,1,2,11
53393113,14,14151,2019,12,2,0,21
53393113,14,14151,2019,12,2,2,12
53393115,14,14151,2019,12,0,0,87
53393115,14,14151,2019,12,0,1,144
53393115,14,14151,2019,12,0,2,155
53393115,14,14151,2019,12,1,0,21
53393115,14,14151,2019,12,1,1,157
53393115,14,14151,2019,12,1,2,123
53393115,14,14151,2019,12,2,0,40
53393115,14,14151,2019,12,2,1,153
53393115,14,14151,2019,12,2,2,132
53393116,14,14151,2019,12,0,0,455
53393116,14,14151,2019,12,0,1,1130
53393116,14,14151,2019,12,0,2,818
53393116,14,14151,2019,12,1,0,452
53393116,14,14151,2019,12,1,1,1088
53393116,14,14151,2019,12,1,2,763
53393116,14,14151,2019,12,2,0,453
53393116,14,14151,2019,12,2,1,1100
53393116,14,14151,2019,12,2,2,779
53393117,14,14151,2019,12,0,0,485
53393117,14,14151,2019,12,0,1,485
53393117,14,14151,2019,12,0,2,467
53393117,14,14151,2019,12,1,0,348
53393117,14,14151,2019,12,1,1,342
53393117,14,14151,2019,12,1,2,320
53393117,14,14151,2019,12,2,0,388
53393117,14,14151,2019,12,2,1,384
53393117,14,14151,2019,12,2,2,363
53393118,14,14151,2019,12,0,0,1521
53393118,14,14151,2019,12,0,1,1787
53393118,14,14151,2019,12,0,2,1731
53393118,14,14151,2019,12,1,0,1148
53393118,14,14151,2019,12,1,1,1771
53393118,14,14151,2019,12,1,2,1505
53393118,14,14151,2019,12,2,0,1256
53393118,14,14151,2019,12,2,1,1776
53393118,14,14151,2019,12,2,2,1571
53393119,14,14151,2019,12,0,0,420
53393119,14,14151,2019,12,0,1,508
53393119,14,14151,2019,12,0,2,454
53393119,14,14151,2019,12,1,0,182
53393119,14,14151,2019,12,1,1,470
53393119,14,14151,2019,12,1,2,329
53393119,14,14151,2019,12,2,0,251
53393119,14,14151,2019,12,2,1,481
53393119,14,14151,2019,12,2,2,366
53393121,14,14151,2019,12,0,0,111
53393121,14,14151,2019,12,0,1,170
53393121,14,14151,2019,12,0,2,137
53393121,14,14151,2019,12,1,0,31
53393121,14,14151,2019,12,1,1,115
53393121,14,14151,2019,12,1,2,58
53393121,14,14151,2019,12,2,0,55
53393121,14,14151,2019,12,2,1,131
53393121,14,14151,2019,12,2,2,81
53393122,14,14151,2019,12,0,0,279
53393122,14,14151,2019,12,0,1,404
53393122,14,14151,2019,12,0,2,390
53393122,14,14151,2019,12,1,0,135
53393122,14,14151,2019,12,1,1,299
53393122,14,14151,2019,12,1,2,226
53393122,14,14151,2019,12,2,0,177
53393122,14,14151,2019,12,2,1,329
53393122,14,14151,2019,12,2,2,274
53393124,14,14151,2019,12,0,1,13
53393125,14,14151,2019,12,0,0,477
53393125,14,14151,2019,12,0,1,343
53393125,14,14151,2019,12,0,2,407
53393125,14,14151,2019,12,1,0,176
53393125,14,14151,2019,12,1,1,289
53393125,14,14151,2019,12,1,2,233
53393125,14,14151,2019,12,2,0,264
53393125,14,14151,2019,12,2,1,305
53393125,14,14151,2019,12,2,2,284
53393126,14,14151,2019,12,0,0,2178
53393126,14,14151,2019,12,0,1,440
53393126,14,14151,2019,12,0,2,1624
53393126,14,14151,2019,12,1,0,683
53393126,14,14151,2019,12,1,1,183
53393126,14,14151,2019,12,1,2,538
53393126,14,14151,2019,12,2,0,1117
53393126,14,14151,2019,12,2,1,258
53393126,14,14151,2019,12,2,2,854
53393127,14,14151,2019,12,0,0,987
53393127,14,14151,2019,12,0,1,914
53393127,14,14151,2019,12,0,2,989
53393127,14,14151,2019,12,1,0,741
53393127,14,14151,2019,12,1,1,737
53393127,14,14151,2019,12,1,2,736
53393127,14,14151,2019,12,2,0,812
53393127,14,14151,2019,12,2,1,788
53393127,14,14151,2019,12,2,2,809
53393128,14,14151,2019,12,0,0,39
53393128,14,14151,2019,12,0,1,40
53393128,14,14151,2019,12,0,2,47
53393128,14,14151,2019,12,1,0,62
53393128,14,14151,2019,12,1,1,15
53393128,14,14151,2019,12,1,2,49
53393128,14,14151,2019,12,2,0,55
53393128,14,14151,2019,12,2,1,23
53393128,14,14151,2019,12,2,2,48
53393130,14,14151,2019,12,0,0,53
53393130,14,14151,2019,12,0,1,138
53393130,14,14151,2019,12,0,2,87
53393130,14,14151,2019,12,1,0,35
53393130,14,14151,2019,12,1,1,96
53393130,14,14151,2019,12,1,2,53
53393130,14,14151,2019,12,2,0,40
53393130,14,14151,2019,12,2,1,108
53393130,14,14151,2019,12,2,2,63
53393131,14,14151,2019,12,0,0,352
53393131,14,14151,2019,12,0,1,379
53393131,14,14151,2019,12,0,2,398
53393131,14,14151,2019,12,1,0,332
53393131,14,14151,2019,12,1,1,609
53393131,14,14151,2019,12,1,2,476
53393131,14,14151,2019,12,2,0,338
53393131,14,14151,2019,12,2,1,542
53393131,14,14151,2019,12,2,2,454
53393132,14,14151,2019,12,0,0,1205
53393132,14,14151,2019,12,0,1,999
53393132,14,14151,2019,12,0,2,1226
53393132,14,14151,2019,12,1,0,935
53393132,14,14151,2019,12,1,1,913
53393132,14,14151,2019,12,1,2,980
53393132,14,14151,2019,12,2,0,1013
53393132,14,14151,2019,12,2,1,938
53393132,14,14151,2019,12,2,2,1051
53393133,14,14151,2019,12,0,0,718
53393133,14,14151,2019,12,0,1,615
53393133,14,14151,2019,12,0,2,661
53393133,14,14151,2019,12,1,0,493
53393133,14,14151,2019,12,1,1,517
53393133,14,14151,2019,12,1,2,500
53393133,14,14151,2019,12,2,0,558
53393133,14,14151,2019,12,2,1,545
53393133,14,14151,2019,12,2,2,547
53393134,14,14151,2019,12,0,0,279
53393134,14,14151,2019,12,0,1,204
53393134,14,14151,2019,12,0,2,218
53393134,14,14151,2019,12,1,0,186
53393134,14,14151,2019,12,1,1,140
53393134,14,14151,2019,12,1,2,153
53393134,14,14151,2019,12,2,0,213
53393134,14,14151,2019,12,2,1,159
53393134,14,14151,2019,12,2,2,172
53393135,14,14151,2019,12,0,0,912
53393135,14,14151,2019,12,0,1,675
53393135,14,14151,2019,12,0,2,836
53393135,14,14151,2019,12,1,0,784
53393135,14,14151,2019,12,1,1,680
53393135,14,14151,2019,12,1,2,710
53393135,14,14151,2019,12,2,0,821
53393135,14,14151,2019,12,2,1,679
53393135,14,14151,2019,12,2,2,747
53393136,14,14151,2019,12,0,0,46
53393136,14,14151,2019,12,0,2,31
53393136,14,14151,2019,12,1,0,38
53393136,14,14151,2019,12,1,2,28
53393136,14,14151,2019,12,2,0,40
53393136,14,14151,2019,12,2,2,29
53393137,14,14151,2019,12,0,0,208
53393137,14,14151,2019,12,0,1,279
53393137,14,14151,2019,12,0,2,252
53393137,14,14151,2019,12,1,0,155
53393137,14,14151,2019,12,1,1,268
53393137,14,14151,2019,12,1,2,197
53393137,14,14151,2019,12,2,0,171
53393137,14,14151,2019,12,2,1,271
53393137,14,14151,2019,12,2,2,213
53393140,14,14151,2019,12,0,0,988
53393140,14,14151,2019,12,0,1,939
53393140,14,14151,2019,12,0,2,1063
53393140,14,14151,2019,12,1,0,666
53393140,14,14151,2019,12,1,1,778
53393140,14,14151,2019,12,1,2,792
53393140,14,14151,2019,12,2,0,759
53393140,14,14151,2019,12,2,1,824
53393140,14,14151,2019,12,2,2,870
53393141,14,14151,2019,12,0,0,352
53393141,14,14151,2019,12,0,1,150
53393141,14,14151,2019,12,0,2,303
53393141,14,14151,2019,12,1,0,210
53393141,14,14151,2019,12,1,1,59
53393141,14,14151,2019,12,1,2,173
53393141,14,14151,2019,12,2,0,251
53393141,14,14151,2019,12,2,1,86
53393141,14,14151,2019,12,2,2,211
53393142,14,14151,2019,12,0,0,148
53393142,14,14151,2019,12,0,1,167
53393142,14,14151,2019,12,0,2,160
53393142,14,14151,2019,12,1,0,142
53393142,14,14151,2019,12,1,1,134
53393142,14,14151,2019,12,1,2,135
53393142,14,14151,2019,12,2,0,144
53393142,14,14151,2019,12,2,1,143
53393142,14,14151,2019,12,2,2,142
53393143,14,14151,2019,12,0,0,891
53393143,14,14151,2019,12,0,1,494
53393143,14,14151,2019,12,0,2,737
53393143,14,14151,2019,12,1,0,562
53393143,14,14151,2019,12,1,1,351
53393143,14,14151,2019,12,1,2,471
53393143,14,14151,2019,12,2,0,657
53393143,14,14151,2019,12,2,1,392
53393143,14,14151,2019,12,2,2,549
53393144,14,14151,2019,12,0,0,957
53393144,14,14151,2019,12,0,1,703
53393144,14,14151,2019,12,0,2,907
53393144,14,14151,2019,12,1,0,556
53393144,14,14151,2019,12,1,1,746
53393144,14,14151,2019,12,1,2,671
53393144,14,14151,2019,12,2,0,673
53393144,14,14151,2019,12,2,1,733
53393144,14,14151,2019,12,2,2,740
53393145,14,14151,2019,12,0,0,711
53393145,14,14151,2019,12,0,1,520
53393145,14,14151,2019,12,0,2,725
53393145,14,14151,2019,12,1,0,499
53393145,14,14151,2019,12,1,1,531
53393145,14,14151,2019,12,1,2,591
53393145,14,14151,2019,12,2,0,561
53393145,14,14151,2019,12,2,1,527
53393145,14,14151,2019,12,2,2,630
53393146,14,14151,2019,12,0,0,728
53393146,14,14151,2019,12,0,1,960
53393146,14,14151,2019,12,0,2,879
53393146,14,14151,2019,12,1,0,464
53393146,14,14151,2019,12,1,1,838
53393146,14,14151,2019,12,1,2,662
53393146,14,14151,2019,12,2,0,541
53393146,14,14151,2019,12,2,1,874
53393146,14,14151,2019,12,2,2,725
53393147,14,14151,2019,12,0,0,45
53393147,14,14151,2019,12,0,2,34
53393147,14,14151,2019,12,1,0,42
53393147,14,14151,2019,12,1,1,35
53393147,14,14151,2019,12,1,2,39
53393147,14,14151,2019,12,2,0,43
53393147,14,14151,2019,12,2,1,27
53393147,14,14151,2019,12,2,2,38
53393151,14,14151,2019,12,0,0,179
53393151,14,14151,2019,12,0,1,139
53393151,14,14151,2019,12,0,2,147
53393151,14,14151,2019,12,1,0,65
53393151,14,14151,2019,12,1,1,103
53393151,14,14151,2019,12,1,2,74
53393151,14,14151,2019,12,2,0,98
53393151,14,14151,2019,12,2,1,113
53393151,14,14151,2019,12,2,2,95
53393155,14,14151,2019,12,0,1,13
53393155,14,14151,2019,12,0,2,11
53393156,14,14151,2019,12,0,0,326
53393156,14,14151,2019,12,0,1,63
53393156,14,14151,2019,12,0,2,256
53393156,14,14151,2019,12,1,0,166
53393156,14,14151,2019,12,1,1,49
53393156,14,14151,2019,12,1,2,133
53393156,14,14151,2019,12,2,0,213
53393156,14,14151,2019,12,2,1,53
53393156,14,14151,2019,12,2,2,168
53393157,14,14151,2019,12,0,0,198
53393157,14,14151,2019,12,0,1,27
53393157,14,14151,2019,12,0,2,82
53393157,14,14151,2019,12,1,0,66
53393157,14,14151,2019,12,1,2,40
53393157,14,14151,2019,12,2,0,104
53393157,14,14151,2019,12,2,2,52
53393160,14,14151,2019,12,0,0,18
53393160,14,14151,2019,12,1,2,13
53393160,14,14151,2019,12,2,0,11
53393160,14,14151,2019,12,2,2,12
53393161,14,14151,2019,12,0,0,211
53393161,14,14151,2019,12,0,1,204
53393161,14,14151,2019,12,0,2,198
53393161,14,14151,2019,12,1,0,136
53393161,14,14151,2019,12,1,1,137
53393161,14,14151,2019,12,1,2,140
53393161,14,14151,2019,12,2,0,157
53393161,14,14151,2019,12,2,1,157
53393161,14,14151,2019,12,2,2,157
53393162,14,14151,2019,12,0,0,48
53393162,14,14151,2019,12,0,1,20
53393162,14,14151,2019,12,0,2,23
53393162,14,14151,2019,12,2,0,17
53393162,14,14151,2019,12,2,1,10
53393162,14,14151,2019,12,2,2,11
53393163,14,14151,2019,12,0,0,12
53393166,14,14151,2019,12,0,0,68
53393166,14,14151,2019,12,0,1,21
53393166,14,14151,2019,12,0,2,56
53393166,14,14151,2019,12,1,0,38
53393166,14,14151,2019,12,1,2,25
53393166,14,14151,2019,12,2,0,47
53393166,14,14151,2019,12,2,1,12
53393166,14,14151,2019,12,2,2,34
53393170,14,14151,2019,12,0,0,28
53393170,14,14151,2019,12,0,1,23
53393170,14,14151,2019,12,0,2,25
53393170,14,14151,2019,12,1,0,34
53393170,14,14151,2019,12,1,1,22
53393170,14,14151,2019,12,1,2,26
53393170,14,14151,2019,12,2,0,32
53393170,14,14151,2019,12,2,1,22
53393170,14,14151,2019,12,2,2,26
53393171,14,14151,2019,12,0,0,27
53393171,14,14151,2019,12,0,2,13
53393171,14,14151,2019,12,1,0,10
53393171,14,14151,2019,12,2,0,15
53393172,14,14151,2019,12,0,0,23
53393172,14,14151,2019,12,0,2,10
53393173,14,14151,2019,12,0,0,12
53393175,14,14151,2019,12,0,0,18
53393176,14,14151,2019,12,0,0,18
53393181,14,14151,2019,12,0,0,13
53393182,14,14151,2019,12,0,0,29
53393182,14,14151,2019,12,0,2,13
53393182,14,14151,2019,12,1,0,15
53393182,14,14151,2019,12,2,0,19
53393200,14,14151,2019,12,0,0,2010
53393200,14,14151,2019,12,0,1,2009
53393200,14,14151,2019,12,0,2,1958
53393200,14,14151,2019,12,1,0,2437
53393200,14,14151,2019,12,1,1,2065
53393200,14,14151,2019,12,1,2,2215
53393200,14,14151,2019,12,2,0,2313
53393200,14,14151,2019,12,2,1,2048
53393200,14,14151,2019,12,2,2,2140
53393201,14,14151,2019,12,0,0,950
53393201,14,14151,2019,12,0,1,1021
53393201,14,14151,2019,12,0,2,1024
53393201,14,14151,2019,12,1,0,912
53393201,14,14151,2019,12,1,1,971
53393201,14,14151,2019,12,1,2,947
53393201,14,14151,2019,12,2,0,923
53393201,14,14151,2019,12,2,1,986
53393201,14,14151,2019,12,2,2,970
53393202,14,14151,2019,12,0,0,396
53393202,14,14151,2019,12,0,1,134
53393202,14,14151,2019,12,0,2,256
53393202,14,14151,2019,12,1,0,373
53393202,14,14151,2019,12,1,1,164
53393202,14,14151,2019,12,1,2,259
53393202,14,14151,2019,12,2,0,380
53393202,14,14151,2019,12,2,1,155
53393202,14,14151,2019,12,2,2,258
53393203,14,14151,2019,12,0,0,1727
53393203,14,14151,2019,12,0,1,1620
53393203,14,14151,2019,12,0,2,1687
53393203,14,14151,2019,12,1,0,1172
53393203,14,14151,2019,12,1,1,1418
53393203,14,14151,2019,12,1,2,1282
53393203,14,14151,2019,12,2,0,1333
53393203,14,14151,2019,12,2,1,1476
53393203,14,14151,2019,12,2,2,1400
53393204,14,14151,2019,12,0,0,3356
53393204,14,14151,2019,12,0,1,2606
53393204,14,14151,2019,12,0,2,2815
53393204,14,14151,2019,12,1,0,2496
53393204,14,14151,2019,12,1,1,2476
53393204,14,14151,2019,12,1,2,2416
53393204,14,14151,2019,12,2,0,2746
53393204,14,14151,2019,12,2,1,2513
53393204,14,14151,2019,12,2,2,2532
53393205,14,14151,2019,12,0,0,4714
53393205,14,14151,2019,12,0,1,6465
53393205,14,14151,2019,12,0,2,5646
53393205,14,14151,2019,12,1,0,3658
53393205,14,14151,2019,12,1,1,6280
53393205,14,14151,2019,12,1,2,4831
53393205,14,14151,2019,12,2,0,3964
53393205,14,14151,2019,12,2,1,6334
53393205,14,14151,2019,12,2,2,5067
53393206,14,14151,2019,12,0,0,5887
53393206,14,14151,2019,12,0,1,4779
53393206,14,14151,2019,12,0,2,5179
53393206,14,14151,2019,12,1,0,5493
53393206,14,14151,2019,12,1,1,4672
53393206,14,14151,2019,12,1,2,4843
53393206,14,14151,2019,12,2,0,5607
53393206,14,14151,2019,12,2,1,4703
53393206,14,14151,2019,12,2,2,4940
53393207,14,14151,2019,12,0,0,13880
53393207,14,14151,2019,12,0,1,10832
53393207,14,14151,2019,12,0,2,11867
53393207,14,14151,2019,12,1,0,12939
53393207,14,14151,2019,12,1,1,10467
53393207,14,14151,2019,12,1,2,11113
53393207,14,14151,2019,12,2,0,13213
53393207,14,14151,2019,12,2,1,10573
53393207,14,14151,2019,12,2,2,11332
53393210,14,14151,2019,12,0,0,343
53393210,14,14151,2019,12,0,1,359
53393210,14,14151,2019,12,0,2,326
53393210,14,14151,2019,12,1,0,259
53393210,14,14151,2019,12,1,1,260
53393210,14,14151,2019,12,1,2,254
53393210,14,14151,2019,12,2,0,283
53393210,14,14151,2019,12,2,1,288
53393210,14,14151,2019,12,2,2,275
53393211,14,14151,2019,12,0,0,22
53393211,14,14151,2019,12,0,2,11
53393211,14,14151,2019,12,1,0,48
53393211,14,14151,2019,12,1,2,24
53393211,14,14151,2019,12,2,0,40
53393211,14,14151,2019,12,2,2,20
53393212,14,14151,2019,12,0,0,587
53393212,14,14151,2019,12,0,1,845
53393212,14,14151,2019,12,0,2,743
53393212,14,14151,2019,12,1,0,373
53393212,14,14151,2019,12,1,1,856
53393212,14,14151,2019,12,1,2,660
53393212,14,14151,2019,12,2,0,435
53393212,14,14151,2019,12,2,1,853
53393212,14,14151,2019,12,2,2,684
53393213,14,14151,2019,12,0,0,1295
53393213,14,14151,2019,12,0,1,1979
53393213,14,14151,2019,12,0,2,1694
53393213,14,14151,2019,12,1,0,855
53393213,14,14151,2019,12,1,1,1647
53393213,14,14151,2019,12,1,2,1346
53393213,14,14151,2019,12,2,0,982
53393213,14,14151,2019,12,2,1,1744
53393213,14,14151,2019,12,2,2,1447
53393214,14,14151,2019,12,0,0,4758
53393214,14,14151,2019,12,0,1,4881
53393214,14,14151,2019,12,0,2,4725
53393214,14,14151,2019,12,1,0,3750
53393214,14,14151,2019,12,1,1,4989
53393214,14,14151,2019,12,1,2,4378
53393214,14,14151,2019,12,2,0,4042
53393214,14,14151,2019,12,2,1,4958
53393214,14,14151,2019,12,2,2,4479
53393215,14,14151,2019,12,0,0,6899
53393215,14,14151,2019,12,0,1,8708
53393215,14,14151,2019,12,0,2,7855
53393215,14,14151,2019,12,1,0,4956
53393215,14,14151,2019,12,1,1,8251
53393215,14,14151,2019,12,1,2,6520
53393215,14,14151,2019,12,2,0,5520
53393215,14,14151,2019,12,2,1,8384
53393215,14,14151,2019,12,2,2,6907
53393216,14,14151,2019,12,0,0,12007
53393216,14,14151,2019,12,0,1,11295
53393216,14,14151,2019,12,0,2,11668
53393216,14,14151,2019,12,1,0,9735
53393216,14,14151,2019,12,1,1,11167
53393216,14,14151,2019,12,1,2,10379
53393216,14,14151,2019,12,2,0,10394
53393216,14,14151,2019,12,2,1,11204
53393216,14,14151,2019,12,2,2,10753
53393217,14,14151,2019,12,0,0,29232
53393217,14,14151,2019,12,0,1,24785
53393217,14,14151,2019,12,0,2,27596
53393217,14,14151,2019,12,1,0,23395
53393217,14,14151,2019,12,1,1,24354
53393217,14,14151,2019,12,1,2,25233
53393217,14,14151,2019,12,2,0,25089
53393217,14,14151,2019,12,2,1,24479
53393217,14,14151,2019,12,2,2,25919
53393218,14,14151,2019,12,0,0,9102
53393218,14,14151,2019,12,0,1,11121
53393218,14,14151,2019,12,0,2,10347
53393218,14,14151,2019,12,1,0,7291
53393218,14,14151,2019,12,1,1,10926
53393218,14,14151,2019,12,1,2,9145
53393218,14,14151,2019,12,2,0,7817
53393218,14,14151,2019,12,2,1,10983
53393218,14,14151,2019,12,2,2,9494
53393221,14,14151,2019,12,0,0,55
53393221,14,14151,2019,12,0,1,15
53393221,14,14151,2019,12,0,2,33
53393221,14,14151,2019,12,1,0,60
53393221,14,14151,2019,12,1,1,23
53393221,14,14151,2019,12,1,2,34
53393221,14,14151,2019,12,2,0,58
53393221,14,14151,2019,12,2,1,20
53393221,14,14151,2019,12,2,2,34
53393222,14,14151,2019,12,0,0,65
53393222,14,14151,2019,12,0,1,53
53393222,14,14151,2019,12,0,2,59
53393222,14,14151,2019,12,1,0,32
53393222,14,14151,2019,12,1,2,23
53393222,14,14151,2019,12,2,0,42
53393222,14,14151,2019,12,2,1,21
53393222,14,14151,2019,12,2,2,33
53393223,14,14151,2019,12,0,0,524
53393223,14,14151,2019,12,0,1,802
53393223,14,14151,2019,12,0,2,661
53393223,14,14151,2019,12,1,0,356
53393223,14,14151,2019,12,1,1,810
53393223,14,14151,2019,12,1,2,586
53393223,14,14151,2019,12,2,0,405
53393223,14,14151,2019,12,2,1,808
53393223,14,14151,2019,12,2,2,608
53393224,14,14151,2019,12,0,0,3225
53393224,14,14151,2019,12,0,1,4612
53393224,14,14151,2019,12,0,2,3912
53393224,14,14151,2019,12,1,0,2383
53393224,14,14151,2019,12,1,1,4813
53393224,14,14151,2019,12,1,2,3498
53393224,14,14151,2019,12,2,0,2627
53393224,14,14151,2019,12,2,1,4755
53393224,14,14151,2019,12,2,2,3618
53393225,14,14151,2019,12,0,0,5582
53393225,14,14151,2019,12,0,1,7389
53393225,14,14151,2019,12,0,2,6435
53393225,14,14151,2019,12,1,0,4154
53393225,14,14151,2019,12,1,1,6875
53393225,14,14151,2019,12,1,2,5495
53393225,14,14151,2019,12,2,0,4569
53393225,14,14151,2019,12,2,1,7024
53393225,14,14151,2019,12,2,2,5768
53393232,14,14151,2019,12,0,0,30
53393232,14,14151,2019,12,0,2,12
53393232,14,14151,2019,12,1,0,10
53393232,14,14151,2019,12,2,0,16
53392238,14,14152,2019,12,0,0,1739
53392238,14,14152,2019,12,0,1,1884
53392238,14,14152,2019,12,0,2,1825
53392238,14,14152,2019,12,1,0,2019
53392238,14,14152,2019,12,1,1,1827
53392238,14,14152,2019,12,1,2,1928
53392238,14,14152,2019,12,2,0,1938
53392238,14,14152,2019,12,2,1,1844
53392238,14,14152,2019,12,2,2,1898
53392247,14,14152,2019,12,0,0,367
53392247,14,14152,2019,12,0,1,321
53392247,14,14152,2019,12,0,2,316
