meshcode,option1,option2,option3,option4,option5,option6,value
52397407,14,14201,2020,12,0,1,561
52397407,14,14201,2020,12,0,2,534
52397407,14,14201,2020,12,1,0,226
52397407,14,14201,2020,12,1,1,461
52397407,14,14201,2020,12,1,2,337
52397407,14,14201,2020,12,2,0,299
52397407,14,14201,2020,12,2,1,487
52397407,14,14201,2020,12,2,2,388
52397408,14,14201,2020,12,0,0,1350
52397408,14,14201,2020,12,0,1,1167
52397408,14,14201,2020,12,0,2,1216
52397408,14,14201,2020,12,1,0,1095
52397408,14,14201,2020,12,1,1,785
52397408,14,14201,2020,12,1,2,870
52397408,14,14201,2020,12,2,0,1161
52397408,14,14201,2020,12,2,1,884
52397408,14,14201,2020,12,2,2,959
52397409,14,14201,2020,12,0,0,345
52397409,14,14201,2020,12,0,1,47
52397409,14,14201,2020,12,0,2,160
52397409,14,14201,2020,12,1,0,381
52397409,14,14201,2020,12,1,1,136
52397409,14,14201,2020,12,1,2,199
52397409,14,14201,2020,12,2,0,372
52397409,14,14201,2020,12,2,1,113
52397409,14,14201,2020,12,2,2,189
52397469,14,14201,2020,12,0,0,1985
52397469,14,14201,2020,12,0,1,2695
52397469,14,14201,2020,12,0,2,2450
52397469,14,14201,2020,12,1,0,1809
52397469,14,14201,2020,12,1,1,2625
52397469,14,14201,2020,12,1,2,2264
52397469,14,14201,2020,12,2,0,1855
52397469,14,14201,2020,12,2,1,2643
52397469,14,14201,2020,12,2,2,2312
52397479,14,14201,2020,12,0,0,3887
52397479,14,14201,2020,12,0,1,4615
52397479,14,14201,2020,12,0,2,4475
52397479,14,14201,2020,12,1,0,3229
52397479,14,14201,2020,12,1,1,4383
52397479,14,14201,2020,12,1,2,3920
52397479,14,14201,2020,12,2,0,3399
52397479,14,14201,2020,12,2,1,4443
52397479,14,14201,2020,12,2,2,4063
52397500,14,14201,2020,12,0,0,140
52397500,14,14201,2020,12,0,1,76
52397500,14,14201,2020,12,0,2,75
52397500,14,14201,2020,12,1,0,136
52397500,14,14201,2020,12,1,1,90
52397500,14,14201,2020,12,1,2,90
52397500,14,14201,2020,12,2,0,137
52397500,14,14201,2020,12,2,1,86
52397500,14,14201,2020,12,2,2,86
52397501,14,14201,2020,12,0,0,2296
52397501,14,14201,2020,12,0,1,2536
52397501,14,14201,2020,12,0,2,2506
52397501,14,14201,2020,12,1,0,2431
52397501,14,14201,2020,12,1,1,2765
52397501,14,14201,2020,12,1,2,2517
52397501,14,14201,2020,12,2,0,2396
52397501,14,14201,2020,12,2,1,2706
52397501,14,14201,2020,12,2,2,2514
52397502,14,14201,2020,12,0,0,6724
52397502,14,14201,2020,12,0,1,8570
52397502,14,14201,2020,12,0,2,7696
52397502,14,14201,2020,12,1,0,5828
52397502,14,14201,2020,12,1,1,8413
52397502,14,14201,2020,12,1,2,6988
52397502,14,14201,2020,12,2,0,6059
52397502,14,14201,2020,12,2,1,8454
52397502,14,14201,2020,12,2,2,7171
52397503,14,14201,2020,12,0,0,7936
52397503,14,14201,2020,12,0,1,8606
52397503,14,14201,2020,12,0,2,8417
52397503,14,14201,2020,12,1,0,6927
52397503,14,14201,2020,12,1,1,9059
52397503,14,14201,2020,12,1,2,8060
52397503,14,14201,2020,12,2,0,7188
52397503,14,14201,2020,12,2,1,8942
52397503,14,14201,2020,12,2,2,8152
52397504,14,14201,2020,12,0,0,8304
52397504,14,14201,2020,12,0,1,8035
52397504,14,14201,2020,12,0,2,8025
52397504,14,14201,2020,12,1,0,6897
52397504,14,14201,2020,12,1,1,8225
52397504,14,14201,2020,12,1,2,7499
52397504,14,14201,2020,12,2,0,7260
52397504,14,14201,2020,12,2,1,8176
52397504,14,14201,2020,12,2,2,7634
52397505,14,14201,2020,12,0,0,6776
52397505,14,14201,2020,12,0,1,9771
52397505,14,14201,2020,12,0,2,8605
52397505,14,14201,2020,12,1,0,4444
52397505,14,14201,2020,12,1,1,9513
52397505,14,14201,2020,12,1,2,7103
52397505,14,14201,2020,12,2,0,5046
52397505,14,14201,2020,12,2,1,9579
52397505,14,14201,2020,12,2,2,7491
52397506,14,14201,2020,12,0,0,5768
52397506,14,14201,2020,12,0,1,7520
52397506,14,14201,2020,12,0,2,6723
52397506,14,14201,2020,12,1,0,4286
52397506,14,14201,2020,12,1,1,7495
52397506,14,14201,2020,12,1,2,5840
52397506,14,14201,2020,12,2,0,4668
52397506,14,14201,2020,12,2,1,7502
52397506,14,14201,2020,12,2,2,6068
52397507,14,14201,2020,12,0,0,4796
52397507,14,14201,2020,12,0,1,6144
52397507,14,14201,2020,12,0,2,5430
52397507,14,14201,2020,12,1,0,4386
52397507,14,14201,2020,12,1,1,6341
52397507,14,14201,2020,12,1,2,5350
52397507,14,14201,2020,12,2,0,4491
52397507,14,14201,2020,12,2,1,6290
52397507,14,14201,2020,12,2,2,5370
52397508,14,14201,2020,12,0,0,2757
52397508,14,14201,2020,12,0,1,3405
52397508,14,14201,2020,12,0,2,3126
52397508,14,14201,2020,12,1,0,2386
52397508,14,14201,2020,12,1,1,3435
52397508,14,14201,2020,12,1,2,2874
52397508,14,14201,2020,12,2,0,2482
52397508,14,14201,2020,12,2,1,3427
52397508,14,14201,2020,12,2,2,2939
52397509,14,14201,2020,12,0,0,502
52397509,14,14201,2020,12,0,1,473
52397509,14,14201,2020,12,0,2,458
52397509,14,14201,2020,12,1,0,312
52397509,14,14201,2020,12,1,1,346
52397509,14,14201,2020,12,1,2,317
52397509,14,14201,2020,12,2,0,361
52397509,14,14201,2020,12,2,1,379
52397509,14,14201,2020,12,2,2,354
52397511,14,14201,2020,12,0,0,5016
52397511,14,14201,2020,12,0,1,5411
52397511,14,14201,2020,12,0,2,5085
52397511,14,14201,2020,12,1,0,4158
52397511,14,14201,2020,12,1,1,5214
52397511,14,14201,2020,12,1,2,4689
52397511,14,14201,2020,12,2,0,4380
52397511,14,14201,2020,12,2,1,5265
52397511,14,14201,2020,12,2,2,4792
52397512,14,14201,2020,12,0,0,7636
52397512,14,14201,2020,12,0,1,9222
52397512,14,14201,2020,12,0,2,8542
52397512,14,14201,2020,12,1,0,5991
52397512,14,14201,2020,12,1,1,8725
52397512,14,14201,2020,12,1,2,7425
52397512,14,14201,2020,12,2,0,6416
52397512,14,14201,2020,12,2,1,8854
52397512,14,14201,2020,12,2,2,7713
52397513,14,14201,2020,12,0,0,5604
52397513,14,14201,2020,12,0,1,7741
52397513,14,14201,2020,12,0,2,6671
52397513,14,14201,2020,12,1,0,4867
52397513,14,14201,2020,12,1,1,7378
52397513,14,14201,2020,12,1,2,6052
52397513,14,14201,2020,12,2,0,5057
52397513,14,14201,2020,12,2,1,7471
52397513,14,14201,2020,12,2,2,6212
52397514,14,14201,2020,12,0,0,6747
52397514,14,14201,2020,12,0,1,8053
52397514,14,14201,2020,12,0,2,7378
52397514,14,14201,2020,12,1,0,5517
52397514,14,14201,2020,12,1,1,7458
52397514,14,14201,2020,12,1,2,6622
52397514,14,14201,2020,12,2,0,5834
52397514,14,14201,2020,12,2,1,7612
52397514,14,14201,2020,12,2,2,6817
52397515,14,14201,2020,12,0,0,11778
52397515,14,14201,2020,12,0,1,11255
52397515,14,14201,2020,12,0,2,11421
52397515,14,14201,2020,12,1,0,9919
52397515,14,14201,2020,12,1,1,11095
52397515,14,14201,2020,12,1,2,10207
52397515,14,14201,2020,12,2,0,10399
52397515,14,14201,2020,12,2,1,11136
52397515,14,14201,2020,12,2,2,10520
52397516,14,14201,2020,12,0,0,3324
52397516,14,14201,2020,12,0,1,3952
52397516,14,14201,2020,12,0,2,3647
52397516,14,14201,2020,12,1,0,2396
52397516,14,14201,2020,12,1,1,3830
52397516,14,14201,2020,12,1,2,3140
52397516,14,14201,2020,12,2,0,2635
52397516,14,14201,2020,12,2,1,3862
52397516,14,14201,2020,12,2,2,3271
52397517,14,14201,2020,12,0,0,2292
52397517,14,14201,2020,12,0,1,1912
52397517,14,14201,2020,12,0,2,2055
52397517,14,14201,2020,12,1,0,2864
52397517,14,14201,2020,12,1,1,2145
52397517,14,14201,2020,12,1,2,2477
52397517,14,14201,2020,12,2,0,2716
52397517,14,14201,2020,12,2,1,2085
52397517,14,14201,2020,12,2,2,2368
52397518,14,14201,2020,12,0,0,2043
52397518,14,14201,2020,12,0,1,1764
52397518,14,14201,2020,12,0,2,1816
52397518,14,14201,2020,12,1,0,1480
52397518,14,14201,2020,12,1,1,1991
52397518,14,14201,2020,12,1,2,1658
52397518,14,14201,2020,12,2,0,1625
52397518,14,14201,2020,12,2,1,1932
52397518,14,14201,2020,12,2,2,1699
52397519,14,14201,2020,12,0,0,444
52397519,14,14201,2020,12,0,1,28
52397519,14,14201,2020,12,0,2,152
52397519,14,14201,2020,12,1,0,205
52397519,14,14201,2020,12,1,1,70
52397519,14,14201,2020,12,1,2,112
52397519,14,14201,2020,12,2,0,267
52397519,14,14201,2020,12,2,1,59
52397519,14,14201,2020,12,2,2,122
52397521,14,14201,2020,12,0,0,3409
52397521,14,14201,2020,12,0,1,4606
52397521,14,14201,2020,12,0,2,4266
52397521,14,14201,2020,12,1,0,2987
52397521,14,14201,2020,12,1,1,4669
52397521,14,14201,2020,12,1,2,3815
52397521,14,14201,2020,12,2,0,3096
52397521,14,14201,2020,12,2,1,4653
52397521,14,14201,2020,12,2,2,3931
52397522,14,14201,2020,12,0,0,5080
52397522,14,14201,2020,12,0,1,6213
52397522,14,14201,2020,12,0,2,5729
52397522,14,14201,2020,12,1,0,3390
52397522,14,14201,2020,12,1,1,6633
52397522,14,14201,2020,12,1,2,5072
52397522,14,14201,2020,12,2,0,3826
52397522,14,14201,2020,12,2,1,6525
52397522,14,14201,2020,12,2,2,5242
52397523,14,14201,2020,12,0,0,7762
52397523,14,14201,2020,12,0,1,8864
52397523,14,14201,2020,12,0,2,8056
52397523,14,14201,2020,12,1,0,6185
52397523,14,14201,2020,12,1,1,8454
52397523,14,14201,2020,12,1,2,7244
52397523,14,14201,2020,12,2,0,6592
52397523,14,14201,2020,12,2,1,8559
52397523,14,14201,2020,12,2,2,7453
52397524,14,14201,2020,12,0,0,16513
52397524,14,14201,2020,12,0,1,14642
52397524,14,14201,2020,12,0,2,15390
52397524,14,14201,2020,12,1,0,13829
52397524,14,14201,2020,12,1,1,13713
52397524,14,14201,2020,12,1,2,13918
52397524,14,14201,2020,12,2,0,14521
52397524,14,14201,2020,12,2,1,13953
52397524,14,14201,2020,12,2,2,14298
52397525,14,14201,2020,12,0,0,280
52397525,14,14201,2020,12,0,1,150
52397525,14,14201,2020,12,0,2,192
52397525,14,14201,2020,12,1,0,511
52397525,14,14201,2020,12,1,1,80
52397525,14,14201,2020,12,1,2,234
52397525,14,14201,2020,12,2,0,451
52397525,14,14201,2020,12,2,1,98
52397525,14,14201,2020,12,2,2,223
52397530,14,14201,2020,12,0,0,171
52397530,14,14201,2020,12,0,1,70
52397530,14,14201,2020,12,0,2,113
52397530,14,14201,2020,12,1,0,198
52397530,14,14201,2020,12,1,1,123
52397530,14,14201,2020,12,1,2,155
52397530,14,14201,2020,12,2,0,191
52397530,14,14201,2020,12,2,1,109
52397530,14,14201,2020,12,2,2,144
52397531,14,14201,2020,12,0,0,972
52397531,14,14201,2020,12,0,1,1052
52397531,14,14201,2020,12,0,2,1033
52397531,14,14201,2020,12,1,0,743
52397531,14,14201,2020,12,1,1,1190
52397531,14,14201,2020,12,1,2,943
52397531,14,14201,2020,12,2,0,802
52397531,14,14201,2020,12,2,1,1155
52397531,14,14201,2020,12,2,2,966
52397532,14,14201,2020,12,0,0,8983
52397532,14,14201,2020,12,0,1,8083
52397532,14,14201,2020,12,0,2,8469
52397532,14,14201,2020,12,1,0,7526
52397532,14,14201,2020,12,1,1,7689
52397532,14,14201,2020,12,1,2,7567
52397532,14,14201,2020,12,2,0,7902
52397532,14,14201,2020,12,2,1,7790
52397532,14,14201,2020,12,2,2,7800
52397533,14,14201,2020,12,0,0,22277
52397533,14,14201,2020,12,0,1,12171
52397533,14,14201,2020,12,0,2,16566
52397533,14,14201,2020,12,1,0,27778
52397533,14,14201,2020,12,1,1,13646
52397533,14,14201,2020,12,1,2,20354
52397533,14,14201,2020,12,2,0,26358
52397533,14,14201,2020,12,2,1,13266
52397533,14,14201,2020,12,2,2,19376
52397534,14,14201,2020,12,0,0,8643
52397534,14,14201,2020,12,0,1,4805
52397534,14,14201,2020,12,0,2,6415
52397534,14,14201,2020,12,1,0,7340
52397534,14,14201,2020,12,1,1,4899
52397534,14,14201,2020,12,1,2,5977
52397534,14,14201,2020,12,2,0,7676
52397534,14,14201,2020,12,2,1,4875
52397534,14,14201,2020,12,2,2,6090
52397540,14,14201,2020,12,0,0,2036
52397540,14,14201,2020,12,0,1,2182
52397540,14,14201,2020,12,0,2,2183
52397540,14,14201,2020,12,1,0,1883
52397540,14,14201,2020,12,1,1,2277
52397540,14,14201,2020,12,1,2,2103
52397540,14,14201,2020,12,2,0,1923
52397540,14,14201,2020,12,2,1,2253
52397540,14,14201,2020,12,2,2,2124
52397541,14,14201,2020,12,0,0,2768
52397541,14,14201,2020,12,0,1,2981
52397541,14,14201,2020,12,0,2,2915
52397541,14,14201,2020,12,1,0,2777
52397541,14,14201,2020,12,1,1,3120
52397541,14,14201,2020,12,1,2,3025
52397541,14,14201,2020,12,2,0,2775
52397541,14,14201,2020,12,2,1,3084
52397541,14,14201,2020,12,2,2,2996
52397542,14,14201,2020,12,0,0,2937
52397542,14,14201,2020,12,0,1,2045
52397542,14,14201,2020,12,0,2,2484
52397542,14,14201,2020,12,1,0,4719
52397542,14,14201,2020,12,1,1,2118
52397542,14,14201,2020,12,1,2,3338
52397542,14,14201,2020,12,2,0,4259
52397542,14,14201,2020,12,2,1,2099
52397542,14,14201,2020,12,2,2,3118
52397543,14,14201,2020,12,0,0,2442
52397543,14,14201,2020,12,0,1,1346
52397543,14,14201,2020,12,0,2,1768
52397543,14,14201,2020,12,1,0,3929
52397543,14,14201,2020,12,1,1,1919
52397543,14,14201,2020,12,1,2,2617
52397543,14,14201,2020,12,2,0,3545
52397543,14,14201,2020,12,2,1,1771
52397543,14,14201,2020,12,2,2,2398
52397544,14,14201,2020,12,0,0,23
52397544,14,14201,2020,12,0,1,19
52397544,14,14201,2020,12,0,2,26
52397544,14,14201,2020,12,1,0,65
52397544,14,14201,2020,12,1,1,15
52397544,14,14201,2020,12,1,2,45
52397544,14,14201,2020,12,2,0,54
52397544,14,14201,2020,12,2,1,16
52397544,14,14201,2020,12,2,2,40
52397545,14,14201,2020,12,0,0,95
52397545,14,14201,2020,12,0,2,25
52397545,14,14201,2020,12,1,0,15
52397545,14,14201,2020,12,2,0,36
52397545,14,14201,2020,12,2,2,10
52397550,14,14201,2020,12,0,0,3246
52397550,14,14201,2020,12,0,1,2933
52397550,14,14201,2020,12,0,2,3144
52397550,14,14201,2020,12,1,0,4709
52397550,14,14201,2020,12,1,1,3354
52397550,14,14201,2020,12,1,2,4022
52397550,14,14201,2020,12,2,0,4331
52397550,14,14201,2020,12,2,1,3245
52397550,14,14201,2020,12,2,2,3796
52397551,14,14201,2020,12,0,0,764
52397551,14,14201,2020,12,0,1,1442
52397551,14,14201,2020,12,0,2,1166
52397551,14,14201,2020,12,1,0,1122
52397551,14,14201,2020,12,1,1,1347
52397551,14,14201,2020,12,1,2,1245
52397551,14,14201,2020,12,2,0,1030
52397551,14,14201,2020,12,2,1,1372
52397551,14,14201,2020,12,2,2,1225
52397552,14,14201,2020,12,0,0,83
52397552,14,14201,2020,12,0,1,31
52397552,14,14201,2020,12,0,2,54
52397552,14,14201,2020,12,1,0,68
52397552,14,14201,2020,12,1,1,78
52397552,14,14201,2020,12,1,2,66
52397552,14,14201,2020,12,2,0,72
52397552,14,14201,2020,12,2,1,66
52397552,14,14201,2020,12,2,2,63
52397553,14,14201,2020,12,0,0,320
52397553,14,14201,2020,12,0,1,31
52397553,14,14201,2020,12,0,2,179
52397553,14,14201,2020,12,1,0,765
52397553,14,14201,2020,12,1,1,90
52397553,14,14201,2020,12,1,2,398
52397553,14,14201,2020,12,2,0,650
52397553,14,14201,2020,12,2,1,75
52397553,14,14201,2020,12,2,2,341
52397554,14,14201,2020,12,0,0,382
52397554,14,14201,2020,12,0,1,343
52397554,14,14201,2020,12,0,2,366
52397554,14,14201,2020,12,1,0,593
52397554,14,14201,2020,12,1,1,333
52397554,14,14201,2020,12,1,2,467
52397554,14,14201,2020,12,2,0,539
52397554,14,14201,2020,12,2,1,336
52397554,14,14201,2020,12,2,2,441
52397560,14,14201,2020,12,0,0,6987
52397560,14,14201,2020,12,0,1,8036
52397560,14,14201,2020,12,0,2,7666
52397560,14,14201,2020,12,1,0,6301
52397560,14,14201,2020,12,1,1,7755
52397560,14,14201,2020,12,1,2,7114
52397560,14,14201,2020,12,2,0,6478
52397560,14,14201,2020,12,2,1,7828
52397560,14,14201,2020,12,2,2,7257
52397561,14,14201,2020,12,0,0,51
52397561,14,14201,2020,12,0,2,44
52397561,14,14201,2020,12,1,0,106
52397561,14,14201,2020,12,1,2,44
52397561,14,14201,2020,12,2,0,92
52397561,14,14201,2020,12,2,2,44
52397562,14,14201,2020,12,0,0,14
52397562,14,14201,2020,12,1,0,20
52397562,14,14201,2020,12,1,1,12
52397562,14,14201,2020,12,1,2,19
52397562,14,14201,2020,12,2,0,19
52397562,14,14201,2020,12,2,2,15
52397563,14,14201,2020,12,0,0,159
52397563,14,14201,2020,12,0,1,117
52397563,14,14201,2020,12,0,2,140
52397563,14,14201,2020,12,1,0,130
52397563,14,14201,2020,12,1,1,48
52397563,14,14201,2020,12,1,2,87
52397563,14,14201,2020,12,2,0,137
52397563,14,14201,2020,12,2,1,66
52397563,14,14201,2020,12,2,2,101
52397570,14,14201,2020,12,0,0,12317
52397570,14,14201,2020,12,0,1,15980
52397570,14,14201,2020,12,0,2,14342
52397570,14,14201,2020,12,1,0,10028
52397570,14,14201,2020,12,1,1,16194
52397570,14,14201,2020,12,1,2,12950
52397570,14,14201,2020,12,2,0,10618
52397570,14,14201,2020,12,2,1,16139
52397570,14,14201,2020,12,2,2,13309
52397571,14,14201,2020,12,0,0,989
52397571,14,14201,2020,12,0,1,301
52397571,14,14201,2020,12,0,2,547
52397571,14,14201,2020,12,1,0,2737
52397571,14,14201,2020,12,1,1,351
52397571,14,14201,2020,12,1,2,1415
52397571,14,14201,2020,12,2,0,2286
52397571,14,14201,2020,12,2,1,338
52397571,14,14201,2020,12,2,2,1191
52397572,14,14201,2020,12,0,0,33
52397572,14,14201,2020,12,0,2,11
52397572,14,14201,2020,12,1,0,22
52397572,14,14201,2020,12,1,2,14
52397572,14,14201,2020,12,2,0,25
52397572,14,14201,2020,12,2,2,13
52397580,14,14201,2020,12,0,0,8884
52397580,14,14201,2020,12,0,1,9739
52397580,14,14201,2020,12,0,2,9332
52397580,14,14201,2020,12,1,0,7789
52397580,14,14201,2020,12,1,1,9463
52397580,14,14201,2020,12,1,2,8602
52397580,14,14201,2020,12,2,0,8072
52397580,14,14201,2020,12,2,1,9534
52397580,14,14201,2020,12,2,2,8790
52397581,14,14201,2020,12,0,0,987
52397581,14,14201,2020,12,0,1,621
52397581,14,14201,2020,12,0,2,712
52397581,14,14201,2020,12,1,0,2478
52397581,14,14201,2020,12,1,1,1059
52397581,14,14201,2020,12,1,2,1843
52397581,14,14201,2020,12,2,0,2093
52397581,14,14201,2020,12,2,1,946
52397581,14,14201,2020,12,2,2,1552
52397582,14,14201,2020,12,0,0,309
52397582,14,14201,2020,12,0,2,141
52397582,14,14201,2020,12,1,0,1960
52397582,14,14201,2020,12,1,1,142
52397582,14,14201,2020,12,1,2,1016
52397582,14,14201,2020,12,2,0,1534
52397582,14,14201,2020,12,2,1,107
52397582,14,14201,2020,12,2,2,790
52397591,14,14201,2020,12,0,0,27
52397591,14,14201,2020,12,0,2,18
52397591,14,14201,2020,12,1,0,161
52397591,14,14201,2020,12,1,1,65
52397591,14,14201,2020,12,1,2,103
52397591,14,14201,2020,12,2,0,126
52397591,14,14201,2020,12,2,1,48
52397591,14,14201,2020,12,2,2,81
52397592,14,14201,2020,12,0,0,86
52397592,14,14201,2020,12,0,2,41
52397592,14,14201,2020,12,1,0,753
52397592,14,14201,2020,12,1,1,41
52397592,14,14201,2020,12,1,2,358
52397592,14,14201,2020,12,2,0,581
52397592,14,14201,2020,12,2,1,31
52397592,14,14201,2020,12,2,2,276
52397276,14,14203,2020,12,0,0,1647
52397276,14,14203,2020,12,0,1,1835
52397276,14,14203,2020,12,0,2,1778
52397276,14,14203,2020,12,1,0,1295
52397276,14,14203,2020,12,1,1,1661
52397276,14,14203,2020,12,1,2,1551
52397276,14,14203,2020,12,2,0,1386
52397276,14,14203,2020,12,2,1,1706
52397276,14,14203,2020,12,2,2,1610
52397277,14,14203,2020,12,0,0,946
52397277,14,14203,2020,12,0,1,1020
52397277,14,14203,2020,12,0,2,1024
52397277,14,14203,2020,12,1,0,755
52397277,14,14203,2020,12,1,1,937
52397277,14,14203,2020,12,1,2,866
52397277,14,14203,2020,12,2,0,804
52397277,14,14203,2020,12,2,1,959
52397277,14,14203,2020,12,2,2,907
52397278,14,14203,2020,12,0,0,704
52397278,14,14203,2020,12,0,1,602
52397278,14,14203,2020,12,0,2,659
52397278,14,14203,2020,12,1,0,582
52397278,14,14203,2020,12,1,1,577
52397278,14,14203,2020,12,1,2,586
52397278,14,14203,2020,12,2,0,613
52397278,14,14203,2020,12,2,1,583
52397278,14,14203,2020,12,2,2,605
52397279,14,14203,2020,12,0,0,474
52397279,14,14203,2020,12,0,1,330
52397279,14,14203,2020,12,0,2,354
52397279,14,14203,2020,12,1,0,323
52397279,14,14203,2020,12,1,1,284
52397279,14,14203,2020,12,1,2,255
52397279,14,14203,2020,12,2,0,362
52397279,14,14203,2020,12,2,1,296
52397279,14,14203,2020,12,2,2,281
52397286,14,14203,2020,12,0,0,8471
52397286,14,14203,2020,12,0,1,10364
52397286,14,14203,2020,12,0,2,9547
52397286,14,14203,2020,12,1,0,6600
52397286,14,14203,2020,12,1,1,9638
52397286,14,14203,2020,12,1,2,8214
52397286,14,14203,2020,12,2,0,7083
52397286,14,14203,2020,12,2,1,9825
52397286,14,14203,2020,12,2,2,8558
52397287,14,14203,2020,12,0,0,11318
52397287,14,14203,2020,12,0,1,14572
52397287,14,14203,2020,12,0,2,13246
52397287,14,14203,2020,12,1,0,9098
52397287,14,14203,2020,12,1,1,14554
52397287,14,14203,2020,12,1,2,11907
52397287,14,14203,2020,12,2,0,9671
52397287,14,14203,2020,12,2,1,14558
52397287,14,14203,2020,12,2,2,12253
52397288,14,14203,2020,12,0,0,6083
52397288,14,14203,2020,12,0,1,6924
52397288,14,14203,2020,12,0,2,6343
52397288,14,14203,2020,12,1,0,5101
52397288,14,14203,2020,12,1,1,6459
52397288,14,14203,2020,12,1,2,5660
52397288,14,14203,2020,12,2,0,5354
52397288,14,14203,2020,12,2,1,6579
52397288,14,14203,2020,12,2,2,5836
52397289,14,14203,2020,12,0,0,3581
52397289,14,14203,2020,12,0,1,3370
52397289,14,14203,2020,12,0,2,3429
52397289,14,14203,2020,12,1,0,2331
52397289,14,14203,2020,12,1,1,3083
52397289,14,14203,2020,12,1,2,2711
52397289,14,14203,2020,12,2,0,2654
52397289,14,14203,2020,12,2,1,3157
52397289,14,14203,2020,12,2,2,2897
52397294,14,14203,2020,12,0,0,5226
52397294,14,14203,2020,12,0,1,6450
52397294,14,14203,2020,12,0,2,5960
52397294,14,14203,2020,12,1,0,4448
52397294,14,14203,2020,12,1,1,6172
52397294,14,14203,2020,12,1,2,5387
52397294,14,14203,2020,12,2,0,4649
52397294,14,14203,2020,12,2,1,6244
52397294,14,14203,2020,12,2,2,5535
52397295,14,14203,2020,12,0,0,4846
52397295,14,14203,2020,12,0,1,6313
52397295,14,14203,2020,12,0,2,5769
52397295,14,14203,2020,12,1,0,4187
52397295,14,14203,2020,12,1,1,6094
52397295,14,14203,2020,12,1,2,5167
52397295,14,14203,2020,12,2,0,4357
52397295,14,14203,2020,12,2,1,6151
52397295,14,14203,2020,12,2,2,5322
52397296,14,14203,2020,12,0,0,7727
52397296,14,14203,2020,12,0,1,6523
52397296,14,14203,2020,12,0,2,6802
52397296,14,14203,2020,12,1,0,6184
52397296,14,14203,2020,12,1,1,6713
52397296,14,14203,2020,12,1,2,6321
52397296,14,14203,2020,12,2,0,6582
52397296,14,14203,2020,12,2,1,6664
52397296,14,14203,2020,12,2,2,6445
52397297,14,14203,2020,12,0,0,21878
52397297,14,14203,2020,12,0,1,22935
52397297,14,14203,2020,12,0,2,22704
52397297,14,14203,2020,12,1,0,20053
52397297,14,14203,2020,12,1,1,22866
52397297,14,14203,2020,12,1,2,22047
52397297,14,14203,2020,12,2,0,20524
52397297,14,14203,2020,12,2,1,22884
52397297,14,14203,2020,12,2,2,22216
52397298,14,14203,2020,12,0,0,22829
52397298,14,14203,2020,12,0,1,18342
52397298,14,14203,2020,12,0,2,20604
52397298,14,14203,2020,12,1,0,20133
52397298,14,14203,2020,12,1,1,18504
52397298,14,14203,2020,12,1,2,19375
52397298,14,14203,2020,12,2,0,20829
52397298,14,14203,2020,12,2,1,18462
52397298,14,14203,2020,12,2,2,19692
52397299,14,14203,2020,12,0,0,3059
52397299,14,14203,2020,12,0,1,2838
52397299,14,14203,2020,12,0,2,2895
52397299,14,14203,2020,12,1,0,2703
52397299,14,14203,2020,12,1,1,2893
52397299,14,14203,2020,12,1,2,2766
52397299,14,14203,2020,12,2,0,2795
52397299,14,14203,2020,12,2,1,2879
52397299,14,14203,2020,12,2,2,2800
53390109,14,14203,2020,12,0,0,43
53390109,14,14203,2020,12,0,2,26
53390109,14,14203,2020,12,1,0,71
53390109,14,14203,2020,12,1,2,32
53390109,14,14203,2020,12,2,0,64
53390109,14,14203,2020,12,2,2,30
53390119,14,14203,2020,12,0,0,390
53390119,14,14203,2020,12,0,1,432
53390119,14,14203,2020,12,0,2,410
53390119,14,14203,2020,12,1,0,181
53390119,14,14203,2020,12,1,1,426
53390119,14,14203,2020,12,1,2,326
53390119,14,14203,2020,12,2,0,235
53390119,14,14203,2020,12,2,1,427
53390119,14,14203,2020,12,2,2,348
53390200,14,14203,2020,12,0,0,43
53390200,14,14203,2020,12,0,2,17
53390200,14,14203,2020,12,1,0,56
53390200,14,14203,2020,12,1,2,40
53390200,14,14203,2020,12,2,0,53
53390200,14,14203,2020,12,2,2,34
53390201,14,14203,2020,12,0,0,21
53390201,14,14203,2020,12,0,1,27
53390201,14,14203,2020,12,0,2,18
53390201,14,14203,2020,12,1,0,29
53390201,14,14203,2020,12,1,2,15
53390201,14,14203,2020,12,2,0,27
53390201,14,14203,2020,12,2,1,14
53390201,14,14203,2020,12,2,2,16
53390202,14,14203,2020,12,0,0,41
53390202,14,14203,2020,12,0,1,28
53390202,14,14203,2020,12,0,2,31
53390202,14,14203,2020,12,2,0,12
53390203,14,14203,2020,12,0,0,1184
53390203,14,14203,2020,12,0,1,1264
53390203,14,14203,2020,12,0,2,1318
53390203,14,14203,2020,12,1,0,1096
53390203,14,14203,2020,12,1,1,1335
53390203,14,14203,2020,12,1,2,1223
53390203,14,14203,2020,12,2,0,1119
53390203,14,14203,2020,12,2,1,1317
53390203,14,14203,2020,12,2,2,1247
53390204,14,14203,2020,12,0,0,6028
53390204,14,14203,2020,12,0,1,7413
53390204,14,14203,2020,12,0,2,6742
53390204,14,14203,2020,12,1,0,4607
53390204,14,14203,2020,12,1,1,7528
53390204,14,14203,2020,12,1,2,6085
53390204,14,14203,2020,12,2,0,4974
53390204,14,14203,2020,12,2,1,7498
53390204,14,14203,2020,12,2,2,6255
53390205,14,14203,2020,12,0,0,6853
53390205,14,14203,2020,12,0,1,7740
53390205,14,14203,2020,12,0,2,7340
