name,lat,lon
江の島シーキャンドル,35.29973236444765,139.47841852889212
片瀬江ノ島駅,35.30878580802908,139.48347180267004
江ノ島駅,35.31105339934565,139.48750586342499
湘南江の島駅,35.31179758132252,139.48767753858968
目白山下駅,35.313979705943545,139.49141115141248
藤沢駅,35.33871424450537,139.48689941260642
新林公園,35.32901643394601,139.49320823031854
